item,state,date,price
spinach,johor,10/1/2019,4.52
spinach,johor,11/1/2019,4.84
spinach,johor,12/1/2019,4.96
spinach,johor,1/1/2020,4.5
spinach,johor,2/1/2020,4.38
spinach,johor,3/1/2020,4.25
spinach,johor,5/1/2020,4.39
spinach,johor,6/1/2020,4.78
spinach,johor,7/1/2020,4.71
spinach,johor,8/1/2020,4.71
spinach,johor,9/1/2020,4.55
spinach,johor,10/1/2020,4.57
spinach,johor,11/1/2020,4.77
spinach,johor,12/1/2020,4.87
spinach,johor,1/1/2021,5.34
spinach,johor,2/1/2021,4.77
spinach,johor,3/1/2021,4.5
spinach,johor,4/1/2021,5.23
spinach,johor,5/1/2021,5.11
spinach,johor,6/1/2021,5.29
spinach,johor,7/1/2021,4.91
spinach,johor,8/1/2021,4.7
spinach,johor,9/1/2021,5.34
spinach,johor,10/1/2021,4.96
spinach,johor,11/1/2021,5.47
spinach,johor,12/1/2021,6.06
ladies fingers,johor,1/1/2019,7.84
ladies fingers,johor,2/1/2019,8.36
ladies fingers,johor,3/1/2019,8.88
ladies fingers,johor,4/1/2019,8.39
ladies fingers,johor,5/1/2019,7.8
ladies fingers,johor,6/1/2019,7.78
ladies fingers,johor,7/1/2019,7.94
ladies fingers,johor,8/1/2019,7.8
ladies fingers,johor,9/1/2019,7.84
ladies fingers,johor,10/1/2019,7.69
ladies fingers,johor,11/1/2019,7.38
ladies fingers,johor,12/1/2019,8.07
ladies fingers,johor,1/1/2020,8.57
ladies fingers,johor,2/1/2020,8.88
ladies fingers,johor,3/1/2020,7.96
ladies fingers,johor,5/1/2020,8.02
ladies fingers,johor,6/1/2020,7.85
ladies fingers,johor,7/1/2020,7.76
ladies fingers,johor,8/1/2020,7.55
ladies fingers,johor,9/1/2020,7.55
ladies fingers,johor,10/1/2020,7.52
ladies fingers,johor,11/1/2020,7.51
ladies fingers,johor,12/1/2020,7.72
ladies fingers,johor,1/1/2021,8.29
ladies fingers,johor,2/1/2021,8.09
ladies fingers,johor,3/1/2021,8.18
ladies fingers,johor,4/1/2021,8.04
ladies fingers,johor,5/1/2021,7.91
ladies fingers,johor,6/1/2021,8.25
ladies fingers,johor,7/1/2021,8.34
ladies fingers,johor,8/1/2021,8.3
ladies fingers,johor,9/1/2021,8.33
ladies fingers,johor,10/1/2021,8.44
ladies fingers,johor,11/1/2021,9.29
ladies fingers,johor,12/1/2021,9.73
tomatoes,johor,1/1/2019,5.99
tomatoes,johor,2/1/2019,5.63
tomatoes,johor,3/1/2019,4.51
tomatoes,johor,4/1/2019,3.77
tomatoes,johor,5/1/2019,3.79
tomatoes,johor,6/1/2019,3.81
tomatoes,johor,7/1/2019,4.41
tomatoes,johor,8/1/2019,5.18
tomatoes,johor,9/1/2019,4.8
tomatoes,johor,10/1/2019,4.41
tomatoes,johor,11/1/2019,4.14
tomatoes,johor,12/1/2019,5.02
tomatoes,johor,1/1/2020,4.73
tomatoes,johor,2/1/2020,5.9
tomatoes,johor,3/1/2020,4.72
tomatoes,johor,5/1/2020,4.87
tomatoes,johor,6/1/2020,5.22
tomatoes,johor,7/1/2020,6.46
tomatoes,johor,8/1/2020,6.25
tomatoes,johor,9/1/2020,5.9
tomatoes,johor,10/1/2020,5.94
tomatoes,johor,11/1/2020,5.28
tomatoes,johor,12/1/2020,5.11
tomatoes,johor,1/1/2021,5.82
tomatoes,johor,2/1/2021,5.91
tomatoes,johor,3/1/2021,6.34
tomatoes,johor,4/1/2021,5.06
tomatoes,johor,5/1/2021,4.63
tomatoes,johor,6/1/2021,5.41
tomatoes,johor,7/1/2021,6.04
tomatoes,johor,8/1/2021,5.42
tomatoes,johor,9/1/2021,5.34
tomatoes,johor,10/1/2021,5.34
tomatoes,johor,11/1/2021,5.02
tomatoes,johor,12/1/2021,5.34
apple fuji,malaysia,1/1/2019,1.78
apple fuji,malaysia,2/1/2019,1.8
apple fuji,malaysia,3/1/2019,1.81
apple fuji,malaysia,4/1/2019,1.84
apple fuji,malaysia,5/1/2019,1.84
apple fuji,malaysia,6/1/2019,1.87
apple fuji,malaysia,7/1/2019,1.9
apple fuji,malaysia,8/1/2019,1.92
apple fuji,malaysia,9/1/2019,1.91
apple fuji,malaysia,10/1/2019,1.89
apple fuji,malaysia,11/1/2019,1.83
apple fuji,malaysia,12/1/2019,1.79
apple fuji,malaysia,1/1/2020,1.78
apple fuji,malaysia,2/1/2020,1.79
apple fuji,malaysia,3/1/2020,1.78
apple fuji,malaysia,5/1/2020,1.77
apple fuji,malaysia,6/1/2020,1.77
apple fuji,malaysia,7/1/2020,1.8
apple fuji,malaysia,8/1/2020,1.81
apple fuji,malaysia,9/1/2020,1.8
apple fuji,malaysia,10/1/2020,1.84
apple fuji,malaysia,11/1/2020,1.85
apple fuji,malaysia,12/1/2020,1.86
apple fuji,malaysia,1/1/2021,1.88
apple fuji,malaysia,2/1/2021,1.87
apple fuji,malaysia,3/1/2021,1.85
apple fuji,malaysia,4/1/2021,1.91
apple fuji,malaysia,5/1/2021,1.89
apple fuji,malaysia,6/1/2021,1.9
apple fuji,malaysia,7/1/2021,1.89
apple fuji,malaysia,8/1/2021,1.9
apple fuji,malaysia,9/1/2021,1.91
apple fuji,malaysia,10/1/2021,1.93
apple fuji,malaysia,11/1/2021,1.9
apple fuji,malaysia,12/1/2021,1.93
pineapple,malaysia,1/1/2019,3.78
pineapple,malaysia,2/1/2019,3.86
pineapple,malaysia,3/1/2019,3.83
pineapple,malaysia,4/1/2019,3.83
pineapple,malaysia,5/1/2019,3.88
pineapple,malaysia,6/1/2019,3.81
pineapple,malaysia,7/1/2019,3.77
pineapple,malaysia,8/1/2019,3.8
pineapple,malaysia,9/1/2019,3.84
pineapple,malaysia,10/1/2019,3.84
pineapple,malaysia,11/1/2019,3.93
pineapple,malaysia,12/1/2019,3.96
pineapple,malaysia,1/1/2020,3.96
pineapple,malaysia,2/1/2020,3.95
pineapple,malaysia,3/1/2020,3.96
pineapple,malaysia,5/1/2020,3.95
pineapple,malaysia,6/1/2020,3.94
pineapple,malaysia,7/1/2020,3.82
pineapple,malaysia,8/1/2020,3.81
pineapple,malaysia,9/1/2020,3.89
pineapple,malaysia,10/1/2020,3.96
pineapple,malaysia,11/1/2020,3.85
pineapple,malaysia,12/1/2020,3.88
pineapple,malaysia,1/1/2021,3.96
pineapple,malaysia,2/1/2021,3.91
pineapple,malaysia,3/1/2021,3.96
pineapple,malaysia,4/1/2021,3.94
pineapple,malaysia,5/1/2021,3.95
pineapple,malaysia,6/1/2021,3.94
pineapple,malaysia,7/1/2021,3.93
pineapple,malaysia,8/1/2021,3.88
pineapple,malaysia,9/1/2021,3.89
pineapple,malaysia,10/1/2021,3.99
pineapple,malaysia,11/1/2021,3.97
pineapple,malaysia,12/1/2021,4.11
watermelon,malaysia,1/1/2019,3.18
watermelon,malaysia,2/1/2019,2.96
watermelon,malaysia,3/1/2019,2.39
watermelon,malaysia,4/1/2019,2.36
watermelon,malaysia,5/1/2019,2.45
watermelon,malaysia,6/1/2019,2.56
watermelon,malaysia,7/1/2019,3.14
watermelon,malaysia,8/1/2019,3.26
watermelon,malaysia,9/1/2019,2.86
watermelon,malaysia,10/1/2019,2.45
watermelon,malaysia,11/1/2019,2.71
watermelon,malaysia,12/1/2019,3.25
watermelon,malaysia,1/1/2020,3.63
watermelon,malaysia,2/1/2020,2.79
watermelon,malaysia,3/1/2020,2.45
watermelon,malaysia,5/1/2020,2.48
watermelon,malaysia,6/1/2020,3.07
watermelon,malaysia,7/1/2020,3.33
watermelon,malaysia,8/1/2020,3.07
watermelon,malaysia,9/1/2020,3.06
watermelon,malaysia,10/1/2020,3.1
watermelon,malaysia,11/1/2020,2.87
watermelon,malaysia,12/1/2020,2.91
watermelon,malaysia,1/1/2021,3.32
watermelon,malaysia,2/1/2021,2.96
watermelon,malaysia,3/1/2021,2.97
watermelon,malaysia,4/1/2021,2.87
watermelon,malaysia,5/1/2021,2.78
watermelon,malaysia,6/1/2021,2.87
watermelon,malaysia,7/1/2021,3.1
watermelon,malaysia,8/1/2021,3.29
watermelon,malaysia,9/1/2021,2.82
watermelon,malaysia,10/1/2021,2.77
watermelon,malaysia,11/1/2021,3.22
watermelon,malaysia,12/1/2021,3.88
apple fuji,johor,1/1/2019,1.64
apple fuji,johor,2/1/2019,1.61
apple fuji,johor,3/1/2019,1.63
apple fuji,johor,4/1/2019,1.62
apple fuji,johor,5/1/2019,1.68
apple fuji,johor,6/1/2019,1.72
apple fuji,johor,7/1/2019,1.75
apple fuji,johor,8/1/2019,1.78
apple fuji,johor,9/1/2019,1.82
apple fuji,johor,10/1/2019,1.83
apple fuji,johor,11/1/2019,1.77
apple fuji,johor,12/1/2019,1.69
apple fuji,johor,1/1/2020,1.69
apple fuji,johor,2/1/2020,1.68
apple fuji,johor,3/1/2020,1.74
apple fuji,johor,5/1/2020,1.75
apple fuji,johor,6/1/2020,1.76
apple fuji,johor,7/1/2020,1.72
apple fuji,johor,8/1/2020,1.74
apple fuji,johor,9/1/2020,1.75
apple fuji,johor,10/1/2020,1.75
apple fuji,johor,11/1/2020,1.75
apple fuji,johor,12/1/2020,1.71
apple fuji,johor,1/1/2021,1.71
apple fuji,johor,2/1/2021,1.7
apple fuji,johor,3/1/2021,1.74
apple fuji,johor,4/1/2021,1.75
apple fuji,johor,5/1/2021,1.82
apple fuji,johor,6/1/2021,1.84
apple fuji,johor,7/1/2021,1.77
apple fuji,johor,8/1/2021,1.78
apple fuji,johor,9/1/2021,1.79
apple fuji,johor,10/1/2021,1.77
apple fuji,johor,11/1/2021,1.77
apple fuji,johor,12/1/2021,1.79
pineapple,johor,1/1/2019,2.94
pineapple,johor,2/1/2019,3.05
pineapple,johor,3/1/2019,3.04
pineapple,johor,4/1/2019,2.77
pineapple,johor,5/1/2019,2.76
pineapple,johor,6/1/2019,2.84
pineapple,johor,7/1/2019,2.78
pineapple,johor,8/1/2019,2.73
pineapple,johor,9/1/2019,2.87
pineapple,johor,10/1/2019,2.83
pineapple,johor,11/1/2019,2.75
pineapple,johor,12/1/2019,2.73
pineapple,johor,1/1/2020,2.75
pineapple,johor,2/1/2020,2.8
pineapple,johor,3/1/2020,2.84
pineapple,johor,5/1/2020,2.76
pineapple,johor,6/1/2020,2.96
pineapple,johor,7/1/2020,2.81
pineapple,johor,8/1/2020,2.85
pineapple,johor,9/1/2020,2.86
pineapple,johor,10/1/2020,2.86
pineapple,johor,11/1/2020,2.86
pineapple,johor,12/1/2020,2.76
pineapple,johor,1/1/2021,2.87
pineapple,johor,2/1/2021,2.78
pineapple,johor,3/1/2021,2.84
pineapple,johor,4/1/2021,2.89
pineapple,johor,5/1/2021,3.04
pineapple,johor,6/1/2021,2.94
pineapple,johor,7/1/2021,3.03
pineapple,johor,8/1/2021,3.06
pineapple,johor,9/1/2021,3
pineapple,johor,10/1/2021,3.19
pineapple,johor,11/1/2021,3.23
pineapple,johor,12/1/2021,3.28
watermelon,johor,1/1/2019,3.26
watermelon,johor,2/1/2019,3.15
watermelon,johor,3/1/2019,2.61
watermelon,johor,4/1/2019,2.47
watermelon,johor,5/1/2019,2.61
watermelon,johor,6/1/2019,2.76
watermelon,johor,7/1/2019,3.33
watermelon,johor,8/1/2019,3.54
watermelon,johor,9/1/2019,3.11
watermelon,johor,10/1/2019,2.77
watermelon,johor,11/1/2019,2.78
watermelon,johor,12/1/2019,3.27
watermelon,johor,1/1/2020,3.73
watermelon,johor,2/1/2020,3.07
watermelon,johor,3/1/2020,2.81
watermelon,johor,5/1/2020,2.87
watermelon,johor,6/1/2020,3.06
watermelon,johor,7/1/2020,3.15
watermelon,johor,8/1/2020,3.14
watermelon,johor,9/1/2020,3.14
watermelon,johor,10/1/2020,3.16
watermelon,johor,11/1/2020,3.09
watermelon,johor,12/1/2020,3.11
watermelon,johor,1/1/2021,3.13
watermelon,johor,2/1/2021,3.18
watermelon,johor,3/1/2021,3.09
watermelon,johor,4/1/2021,3.11
watermelon,johor,5/1/2021,3.1
watermelon,johor,6/1/2021,3.2
watermelon,johor,7/1/2021,3.22
watermelon,johor,8/1/2021,3.32
watermelon,johor,9/1/2021,3.16
watermelon,johor,10/1/2021,3.17
watermelon,johor,11/1/2021,3.44
watermelon,johor,12/1/2021,3.71
chicken,malaysia,1/1/2019,8.82
chicken,malaysia,2/1/2019,8.72
chicken,malaysia,3/1/2019,8.27
chicken,malaysia,4/1/2019,7.81
chicken,malaysia,5/1/2019,7.98
chicken,malaysia,6/1/2019,7.84
chicken,malaysia,7/1/2019,8.22
chicken,malaysia,8/1/2019,8.48
chicken,malaysia,9/1/2019,8.25
chicken,malaysia,10/1/2019,8.12
chicken,malaysia,11/1/2019,8.02
chicken,malaysia,12/1/2019,8.03
chicken,malaysia,1/1/2020,8.12
chicken,malaysia,2/1/2020,8.24
chicken,malaysia,3/1/2020,8.36
chicken,malaysia,5/1/2020,8.44
chicken,malaysia,6/1/2020,8.86
chicken,malaysia,7/1/2020,8.72
chicken,malaysia,8/1/2020,8.53
chicken,malaysia,9/1/2020,8.5
chicken,malaysia,10/1/2020,8.47
chicken,malaysia,11/1/2020,8.16
chicken,malaysia,12/1/2020,8.4
chicken,malaysia,1/1/2021,8.4
chicken,malaysia,2/1/2021,8.13
chicken,malaysia,3/1/2021,8.45
chicken,malaysia,4/1/2021,8.74
chicken,malaysia,5/1/2021,8.44
chicken,malaysia,6/1/2021,8.55
chicken,malaysia,7/1/2021,8.46
chicken,malaysia,8/1/2021,8.52
chicken,malaysia,9/1/2021,9.35
chicken,malaysia,10/1/2021,9.42
chicken,malaysia,11/1/2021,9.55
chicken,malaysia,12/1/2021,9.54
beef,malaysia,1/1/2019,31.63
beef,malaysia,2/1/2019,31.8
beef,malaysia,3/1/2019,31.94
beef,malaysia,4/1/2019,31.89
beef,malaysia,5/1/2019,32.12
beef,malaysia,6/1/2019,32.1
beef,malaysia,7/1/2019,32.12
beef,malaysia,8/1/2019,32.08
beef,malaysia,9/1/2019,32.13
beef,malaysia,10/1/2019,32.09
beef,malaysia,11/1/2019,32.02
beef,malaysia,12/1/2019,31.95
beef,malaysia,1/1/2020,31.81
beef,malaysia,2/1/2020,31.83
beef,malaysia,3/1/2020,31.94
beef,malaysia,5/1/2020,31.77
beef,malaysia,6/1/2020,32.37
beef,malaysia,7/1/2020,32.22
beef,malaysia,8/1/2020,32.36
beef,malaysia,9/1/2020,32.49
beef,malaysia,10/1/2020,32.59
beef,malaysia,11/1/2020,32.45
beef,malaysia,12/1/2020,32.49
beef,malaysia,1/1/2021,32.8
beef,malaysia,2/1/2021,33.08
beef,malaysia,3/1/2021,33.86
beef,malaysia,4/1/2021,34.32
beef,malaysia,5/1/2021,34.77
beef,malaysia,6/1/2021,34.68
beef,malaysia,7/1/2021,34.9
beef,malaysia,8/1/2021,34.99
beef,malaysia,9/1/2021,34.95
beef,malaysia,10/1/2021,35.27
beef,malaysia,11/1/2021,35.3
beef,malaysia,12/1/2021,35.53
siakap fish,malaysia,1/1/2019,18.65
siakap fish,malaysia,2/1/2019,18.87
siakap fish,malaysia,3/1/2019,18.4
siakap fish,malaysia,4/1/2019,18.09
siakap fish,malaysia,5/1/2019,18.2
siakap fish,malaysia,6/1/2019,18.1
siakap fish,malaysia,7/1/2019,17.89
siakap fish,malaysia,8/1/2019,17.71
siakap fish,malaysia,9/1/2019,17.66
siakap fish,malaysia,10/1/2019,17.45
siakap fish,malaysia,11/1/2019,17.27
siakap fish,malaysia,12/1/2019,17.3
siakap fish,malaysia,1/1/2020,17.63
siakap fish,malaysia,2/1/2020,17.66
siakap fish,malaysia,3/1/2020,17.39
siakap fish,malaysia,5/1/2020,17.51
siakap fish,malaysia,6/1/2020,17.7
siakap fish,malaysia,7/1/2020,18.09
siakap fish,malaysia,8/1/2020,17.99
siakap fish,malaysia,9/1/2020,17.95
siakap fish,malaysia,10/1/2020,17.7
siakap fish,malaysia,11/1/2020,17.68
siakap fish,malaysia,12/1/2020,17.65
siakap fish,malaysia,1/1/2021,17.98
siakap fish,malaysia,2/1/2021,17.86
siakap fish,malaysia,3/1/2021,17.95
siakap fish,malaysia,4/1/2021,18.15
siakap fish,malaysia,5/1/2021,18.2
siakap fish,malaysia,6/1/2021,18.18
siakap fish,malaysia,7/1/2021,18.34
siakap fish,malaysia,8/1/2021,18.28
siakap fish,malaysia,9/1/2021,18.15
siakap fish,malaysia,10/1/2021,17.94
siakap fish,malaysia,11/1/2021,17.89
siakap fish,malaysia,12/1/2021,18.4
chicken,johor,1/1/2019,8.37
chicken,johor,2/1/2019,8.12
chicken,johor,3/1/2019,7.41
chicken,johor,4/1/2019,6.57
chicken,johor,5/1/2019,7.03
chicken,johor,6/1/2019,7.12
chicken,johor,7/1/2019,7.45
chicken,johor,8/1/2019,7.69
chicken,johor,9/1/2019,7.43
chicken,johor,10/1/2019,7.36
chicken,johor,11/1/2019,6.95
chicken,johor,12/1/2019,7.21
chicken,johor,1/1/2020,7.21
chicken,johor,2/1/2020,7.46
chicken,johor,3/1/2020,7.6
chicken,johor,5/1/2020,7.55
chicken,johor,6/1/2020,8.19
chicken,johor,7/1/2020,8.04
chicken,johor,8/1/2020,7.89
chicken,johor,9/1/2020,7.8
chicken,johor,10/1/2020,7.72
chicken,johor,11/1/2020,7.68
chicken,johor,12/1/2020,7.45
chicken,johor,1/1/2021,7.45
chicken,johor,2/1/2021,7.54
chicken,johor,3/1/2021,7.72
chicken,johor,4/1/2021,8.01
chicken,johor,5/1/2021,7.69
chicken,johor,6/1/2021,7.74
chicken,johor,7/1/2021,7.53
chicken,johor,8/1/2021,7.59
chicken,johor,9/1/2021,8.75
chicken,johor,10/1/2021,8.83
chicken,johor,11/1/2021,9.07
chicken,johor,12/1/2021,9.06
beef,johor,1/1/2019,31.58
beef,johor,2/1/2019,31.51
beef,johor,3/1/2019,31.98
beef,johor,4/1/2019,30.93
beef,johor,5/1/2019,32.56
beef,johor,6/1/2019,32.45
beef,johor,7/1/2019,32.51
beef,johor,8/1/2019,32.28
beef,johor,9/1/2019,32.24
beef,johor,10/1/2019,32.33
beef,johor,11/1/2019,32.12
beef,johor,12/1/2019,32.43
beef,johor,1/1/2020,31.34
beef,johor,2/1/2020,31.31
beef,johor,3/1/2020,31.31
beef,johor,5/1/2020,31.23
beef,johor,6/1/2020,32.1
beef,johor,7/1/2020,32.68
beef,johor,8/1/2020,32.58
beef,johor,9/1/2020,32.49
beef,johor,10/1/2020,32.49
beef,johor,11/1/2020,32.63
beef,johor,12/1/2020,32.63
beef,johor,1/1/2021,32.63
beef,johor,2/1/2021,32.72
beef,johor,3/1/2021,33.86
beef,johor,4/1/2021,34.37
beef,johor,5/1/2021,34.09
beef,johor,6/1/2021,34.34
beef,johor,7/1/2021,34.83
beef,johor,8/1/2021,35.12
beef,johor,9/1/2021,34.43
beef,johor,10/1/2021,35.25
beef,johor,11/1/2021,35.19
beef,johor,12/1/2021,35.37
siakap fish,johor,1/1/2019,19.11
siakap fish,johor,2/1/2019,19.11
siakap fish,johor,3/1/2019,18.61
siakap fish,johor,4/1/2019,18.14
siakap fish,johor,5/1/2019,17.19
siakap fish,johor,6/1/2019,17.36
siakap fish,johor,7/1/2019,17.14
siakap fish,johor,8/1/2019,17.07
siakap fish,johor,9/1/2019,16.83
siakap fish,johor,10/1/2019,17.17
siakap fish,johor,11/1/2019,16.77
siakap fish,johor,12/1/2019,17.01
siakap fish,johor,1/1/2020,17.03
siakap fish,johor,2/1/2020,17.16
siakap fish,johor,3/1/2020,16.8
siakap fish,johor,5/1/2020,17.19
siakap fish,johor,6/1/2020,17.32
siakap fish,johor,7/1/2020,17.26
siakap fish,johor,8/1/2020,17.09
siakap fish,johor,9/1/2020,17.45
siakap fish,johor,10/1/2020,17.62
siakap fish,johor,11/1/2020,17.08
siakap fish,johor,12/1/2020,17.03
siakap fish,johor,1/1/2021,17.03
siakap fish,johor,2/1/2021,17.1
siakap fish,johor,3/1/2021,17.27
siakap fish,johor,4/1/2021,17.4
siakap fish,johor,5/1/2021,17.82
siakap fish,johor,6/1/2021,17.79
siakap fish,johor,7/1/2021,17.8
siakap fish,johor,8/1/2021,17.95
siakap fish,johor,9/1/2021,17.64
siakap fish,johor,10/1/2021,17.67
siakap fish,johor,11/1/2021,17.34
siakap fish,johor,12/1/2021,18
spinach,selangor,1/1/2019,3.7
spinach,selangor,2/1/2019,3.47
spinach,selangor,3/1/2019,3.49
spinach,selangor,4/1/2019,4.05
spinach,selangor,5/1/2019,3.68
spinach,selangor,6/1/2019,4.71
spinach,selangor,7/1/2019,3.77
spinach,selangor,8/1/2019,3.34
spinach,selangor,9/1/2019,3.39
spinach,selangor,10/1/2019,4.53
spinach,selangor,11/1/2019,5.24
spinach,selangor,12/1/2019,5.1
spinach,selangor,1/1/2020,4.07
spinach,selangor,2/1/2020,4.08
spinach,selangor,3/1/2020,3.71
spinach,selangor,5/1/2020,4.34
spinach,selangor,6/1/2020,4.17
spinach,selangor,7/1/2020,4.07
spinach,selangor,8/1/2020,4.62
spinach,selangor,9/1/2020,4.32
spinach,selangor,10/1/2020,4.51
spinach,selangor,11/1/2020,4.33
spinach,selangor,12/1/2020,4.81
spinach,selangor,1/1/2021,5.41
spinach,selangor,2/1/2021,4.33
spinach,selangor,3/1/2021,4.27
spinach,selangor,4/1/2021,4.54
spinach,selangor,5/1/2021,4.58
spinach,selangor,6/1/2021,4.75
spinach,selangor,7/1/2021,4.55
spinach,selangor,8/1/2021,4.14
spinach,selangor,9/1/2021,4.72
spinach,selangor,10/1/2021,4.54
spinach,selangor,11/1/2021,4.83
spinach,selangor,12/1/2021,5.61
ladies fingers,selangor,1/1/2019,8.09
ladies fingers,selangor,2/1/2019,7.77
ladies fingers,selangor,3/1/2019,7.77
ladies fingers,selangor,4/1/2019,6.91
ladies fingers,selangor,5/1/2019,7.19
ladies fingers,selangor,6/1/2019,7.2
ladies fingers,selangor,7/1/2019,6.96
ladies fingers,selangor,8/1/2019,7.59
ladies fingers,selangor,9/1/2019,7.33
ladies fingers,selangor,10/1/2019,7.12
ladies fingers,selangor,11/1/2019,6.95
ladies fingers,selangor,12/1/2019,7.49
ladies fingers,selangor,1/1/2020,8.6
ladies fingers,selangor,2/1/2020,9.62
ladies fingers,selangor,3/1/2020,7.97
ladies fingers,selangor,5/1/2020,8.06
ladies fingers,selangor,6/1/2020,7.82
ladies fingers,selangor,7/1/2020,7.33
ladies fingers,selangor,8/1/2020,7.21
ladies fingers,selangor,9/1/2020,7.33
ladies fingers,selangor,10/1/2020,7.81
ladies fingers,selangor,11/1/2020,7.18
ladies fingers,selangor,12/1/2020,8.07
ladies fingers,selangor,1/1/2021,8.89
ladies fingers,selangor,2/1/2021,8.38
ladies fingers,selangor,3/1/2021,8.31
ladies fingers,selangor,4/1/2021,7.93
ladies fingers,selangor,5/1/2021,7.66
ladies fingers,selangor,6/1/2021,7.61
